timestamp,user_id,stage,duration_sec,extra
2026-06-15 06:22:27,lynch,round_trip,4.738843,
2026-06-15 06:25:24,server,stt,0.097820,
2026-06-15 06:27:34,server,stt,0.137395,
2026-06-15 06:27:36,gateway,vllm_stream,1.996236,
2026-06-15 06:27:37,lynch,round_trip,3.063829,
2026-06-15 06:29:25,server,stt,0.113093,
2026-06-15 06:29:36,gateway,vllm_stream,10.374626,
2026-06-15 06:29:36,lynch,round_trip,11.058748,
2026-06-15 06:30:02,server,stt,0.256369,
2026-06-15 06:30:08,gateway,vllm_stream,6.152533,
2026-06-15 06:30:23,server,stt,0.094971,
2026-06-15 06:30:28,gateway,vllm_stream,5.690928,
2026-06-15 06:30:29,lynch,round_trip,6.219324,
2026-06-15 06:30:43,server,stt,0.094846,
2026-06-15 06:30:52,gateway,vllm_stream,8.627441,
2026-06-15 06:31:07,server,stt,0.116295,
2026-06-15 06:31:20,gateway,vllm_stream,12.942601,
2026-06-15 06:34:38,server,stt,0.112538,
2026-06-15 06:34:40,gateway,vllm_stream,2.397828,
2026-06-15 06:34:42,lynch,round_trip,4.351482,
2026-06-15 06:34:49,server,stt,0.173604,
2026-06-15 06:35:33,server,stt,0.319308,
2026-06-15 06:35:58,gateway,vllm_stream,25.022816,
2026-06-15 06:36:26,server,stt,0.618582,
2026-06-15 06:50:44,server,stt,0.444240,
2026-06-15 06:51:00,gateway,vllm_stream,15.870648,
2026-06-15 06:51:02,lynch,round_trip,17.948922,
2026-06-15 06:52:13,server,stt,0.239974,
2026-06-15 06:53:24,gateway,vllm_stream,70.660766,
2026-06-15 06:54:44,server,stt,0.186418,
2026-06-15 06:54:52,gateway,vllm_stream,7.852271,
2026-06-15 06:54:54,lynch,round_trip,9.545560,
2026-06-15 06:55:13,server,stt,0.152581,
2026-06-15 06:56:39,server,stt,0.670440,
2026-06-15 06:56:59,gateway,vllm_stream,19.332185,
2026-06-15 07:01:32,server,stt,0.240326,
2026-06-15 07:02:18,gateway,vllm_stream,46.210585,
2026-06-15 07:02:19,lynch,round_trip,47.721006,
2026-06-15 07:02:55,server,stt,0.281648,
2026-06-15 07:03:08,gateway,vllm_stream,13.756615,
2026-06-15 07:03:09,lynch,round_trip,14.640425,
2026-06-15 07:03:29,server,stt,0.312968,
2026-06-15 07:20:48,server,stt,0.116419,
2026-06-15 07:21:00,gateway,vllm_stream,11.912273,
2026-06-15 07:21:01,lynch,round_trip,13.103938,
2026-06-15 07:21:22,server,stt,0.124127,
2026-06-15 07:26:34,server,stt,0.891541,
2026-06-15 07:27:09,gateway,vllm_stream,34.146908,
2026-06-15 07:27:11,lynch,round_trip,37.830860,
2026-06-15 07:27:50,server,stt,0.265011,
